GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,349540.0,349 540,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,13.32471642,13.32 [5.43-24.03],5.434571539,24.03230862
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2005,2005,2005,AFR,Africa,SEN,Senegal,,,,31.08903658,31.09 [30.39-31.83],30.38590635,31.82776834
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2019,2019,2019,AFR,Africa,SEN,Senegal,,,,354663.0,354 663,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2011,2011,2011,AFR,Africa,SEN,Senegal,,,,48.30951649,48.31 [33.82-64.59],33.824276,64.59393416
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,349540.0,349 540,,
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2019,2019,2019,AFR,Africa,SEN,Senegal,,,,11356.0,11 356,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,6732.0,6732,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2019,2019,2019,AFR,Africa,SEN,Senegal,,,,45.0,45,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,536850.0,536 850,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,0.0,0,,
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,20177.0,20 177,,
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2019,2019,2019,AFR,Africa,SEN,Senegal,,,,352212.0,352 212,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,42.9930064,42.99 [33.48-53.92],33.47838276,53.92177117
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,13641.0,13 641,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,530944.0,530 944,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,10923.0,10 923,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,0.0,0,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,9831.0,9831,,
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,474407.0,474 407,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,2206842.0,2 206 842,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2007,2007,2007,AFR,Africa,SEN,Senegal,,,,29.85469497,29.85 [29.18-30.55],29.18351657,30.55136116
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2006,2006,2006,AFR,Africa,SEN,Senegal,,,,121.6577012,121.66 [38.41-215.21],38.41200994,215.2142278
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,52.06403541,52.06 [36.12-69.00],36.11784904,69.00316194
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,12881.0,12 881,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2000,2000,2000,AFR,Africa,SEN,Senegal,,,,43.73882704,43.74 [42.44-45.19],42.44471954,45.19344399
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,492253.0,492 253,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2009,2009,2009,AFR,Africa,SEN,Senegal,,,,8.413449556,8.41 [3.42-15.17],3.420496833,15.16548599
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2007,2007,2007,AFR,Africa,SEN,Senegal,,,,98.56509704,98.57 [28.96-180.69],28.95564088,180.6943816
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,358033.0,358 033,,
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,492253.0,492 253,,
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-p.-falciparum-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,530652.0,530 652,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,452984.0,452 984,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2003,2003,2003,AFR,Africa,SEN,Senegal,,,,33.96082669,33.96 [33.11-34.83],33.1120392,34.82826884
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,45.5038804,45.50 [31.09-61.39],31.09021938,61.38713441
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,526947.0,526 947,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2004,2004,2004,AFR,Africa,SEN,Senegal,,,,129.8906202,129.89 [28.10-249.32],28.09641413,249.3245149
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,2096124.0,2 096 124,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,16.98236815,16.98 [6.47-34.39],6.466437724,34.38514672
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,14.71862693,14.72 [5.77-28.67],5.767344964,28.66676377
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,391679.0,391 679,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,395706.0,395 706,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,5801.0,5801,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2008,2008,2008,AFR,Africa,SEN,Senegal,,,,52.18425924,52.18 [32.83-75.73],32.83234261,75.7257349
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,11.64653078,11.65 [4.76-21.07],4.755722165,21.07150744
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,26556.0,26 556,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,0.0,0,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,4874.0,4874,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,232465.0,232 465,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2014,2014,2014,AFR,Africa,SEN,Senegal,,,,39.03392154,39.03 [27.06-52.34],27.06391086,52.33505612
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,292.0,292,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2009,2009,2009,AFR,Africa,SEN,Senegal,,,,32.88483487,32.88 [22.48-44.78],22.47666625,44.78424487
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,3881.0,3881,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2011,2011,2011,AFR,Africa,SEN,Senegal,,,,12.36216418,12.36 [5.07-22.20],5.069876323,22.20115819
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2002,2002,2002,AFR,Africa,SEN,Senegal,,,,31.94087184,31.94 [31.22-32.70],31.22428034,32.69568155
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,441432.0,441 432,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,57.50756766,57.51 [36.11-87.87],36.1129939,87.87367991
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,395706.0,395 706,,
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,38748.0,38 748,,
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,353369.0,353 369,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,492253.0,492 253,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2010,2010,2010,AFR,Africa,SEN,Senegal,,,,60.3964477,60.40 [42.45-80.09],42.44527009,80.08621721
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2016,2016,2016,AFR,Africa,SEN,Senegal,,,,9918.0,9918,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,2632540.0,2 632 540,,
MALARIA_IMPORTED,Number of imported malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-imported-malaria-cases,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,0.0,0,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,54.6870291,54.69 [40.28-71.13],40.27961486,71.13206734
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,20296.0,20 296,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,1421221.0,1 421 221,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,17.21334336,17.21 [7.03-31.39],7.030609189,31.39139593
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,21639.0,21 639,,
MALARIA_CONF_CASES,Number of confirmed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-confirmed-malaria-cases,2020,2020,2020,AFR,Africa,SEN,Senegal,,,,445313.0,445 313,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2008,2008,2008,AFR,Africa,SEN,Senegal,,,,13.35385074,13.35 [5.24-25.04],5.236966945,25.03971505
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-suspects-examined-by-microscopy,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,15963.0,15 963,,
MALARIA_INDIG,Number of indigenous malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-indigenous-malaria-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,530652.0,530 652,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2022,2022,2022,AFR,Africa,SEN,Senegal,,,,4664.0,4664,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2013,2013,2013,AFR,Africa,SEN,Senegal,,,,15.09753335,15.10 [6.20-27.07],6.199287878,27.06633995
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2001,2001,2001,AFR,Africa,SEN,Senegal,,,,178.2981828,178.30 [65.49-254.91],65.4944726,254.9102648
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,385243.0,385 243,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,398377.0,398 377,,
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-number-of-malaria-cases-presumed-confirmed-cases,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,536745.0,536 745,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2018,2018,2018,AFR,Africa,SEN,Senegal,,,,3997.0,3997,,
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-rapid-diagnostic-test-rdt,2021,2021,2021,AFR,Africa,SEN,Senegal,,,,531628.0,531 628,,
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-malaria-mortality-rate-per-100-000-population,2006,2006,2006,AFR,Africa,SEN,Senegal,,,,31.08670242,31.09 [30.37-31.84],30.37366477,31.84321798
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2019,2019,2019,AFR,Africa,SEN,Senegal,,,,4538.0,4538,,
MALARIA_PRES_CASES,Number of presumed malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-presumed-malaria-cases,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,42837.0,42 837,,
MALARIA_SUSPECTS,Number of suspected malaria cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-suspected-malaria-cases,2023,2023,2023,AFR,Africa,SEN,Senegal,,,,935141.0,935 141,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2013,2013,2013,AFR,Africa,SEN,Senegal,,,,58.98453115,58.98 [40.84-79.28],40.84083524,79.28013976
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2015,2015,2015,AFR,Africa,SEN,Senegal,,,,17846.0,17 846,,
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-malaria-positive-cases-by-microscopy,2017,2017,2017,AFR,Africa,SEN,Senegal,,,,10463.0,10 463,,
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/malaria-incidence-%28per-1-000-population-at-risk%29,2005,2005,2005,AFR,Africa,SEN,Senegal,,,,132.6111622,132.61 [39.22-238.78],39.21985654,238.7823137
