ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
SEN,Diourbel,7098197,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,1.5,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETPHIT2,SNDHS2005444005,2005,DHS,726.0,704.0,,,1.0
SEN,Fatick,1597130,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,2.2,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETPHIT2,SNDHS2005444010,2005,DHS,427.0,648.0,,,1.0
SEN,Kaolack (2005),1617641,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,2.5,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETPHIT2,SNDHS2005444006,2005,DHS,748.0,737.0,,,1.0
SEN,Sud,7171357,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,5.1,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETPHIT2,SNDHS2005444011,2005,DHS,886.0,1269.0,,,
SEN,Ziguinchor,3751089,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,5.1,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETPHIT2,SNDHS2005444012,2005,DHS,327.0,580.0,,,1.0
SEN,Kolda (2005),1604581,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,5.1,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETPHIT2,SNDHS2005444013,2005,DHS,559.0,689.0,,,1.0
SEN,Tambacounda (2005),5396264,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,4.8,1,SN,Senegal,2005,SN2005DHS,ML_NETP_H_IT2,124661100.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETPHIT2,SNDHS2005444019,2005,DHS,417.0,605.0,,,1.0
SEN,Nord et Est,6449098,Persons with access to an insecticide-treated mosquito net (ITN),17.6,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLITNAPACC,SNDHS2005444016,2005,DHS,10689.0,17196.0,,,
SEN,Saint Louis,4626468,Persons with access to an insecticide-treated mosquito net (ITN),18,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLITNAPACC,SNDHS2005444018,2005,DHS,4152.0,5489.0,,,1.0
SEN,Louga,5396294,Persons with access to an insecticide-treated mosquito net (ITN),7.9,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLITNAPACC,SNDHS2005444009,2005,DHS,4009.0,5876.0,,,1.0
SEN,Matam,5852172,Persons with access to an insecticide-treated mosquito net (ITN),23,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLITNAPACC,SNDHS2005444017,2005,DHS,2411.0,5621.0,,,1.0
SEN,Ouest,7517372,Persons with access to an insecticide-treated mosquito net (ITN),6.4,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLITNAPACC,SNDHS2005444001,2005,DHS,23421.0,13124.0,,,
SEN,Dakar,3814395,Persons with access to an insecticide-treated mosquito net (ITN),5.9,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLITNAPACC,SNDHS2005444002,2005,DHS,14728.0,6259.0,,,1.0
SEN,Thiès,2151372,Persons with access to an insecticide-treated mosquito net (ITN),7.4,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLITNAPACC,SNDHS2005444003,2005,DHS,8693.0,6865.0,,,1.0
SEN,Centre,3467804,Persons with access to an insecticide-treated mosquito net (ITN),6.9,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLITNAPACC,SNDHS2005444004,2005,DHS,21588.0,25130.0,,,
SEN,Diourbel,1617637,Persons with access to an insecticide-treated mosquito net (ITN),5.2,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLITNAPACC,SNDHS2005444005,2005,DHS,6591.0,6449.0,,,1.0
SEN,Fatick,6898972,Persons with access to an insecticide-treated mosquito net (ITN),8.1,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLITNAPACC,SNDHS2005444010,2005,DHS,3628.0,5602.0,,,1.0
SEN,Kaolack (2005),4276879,Persons with access to an insecticide-treated mosquito net (ITN),7.3,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLITNAPACC,SNDHS2005444006,2005,DHS,7360.0,7203.0,,,1.0
SEN,Sud,7155486,Persons with access to an insecticide-treated mosquito net (ITN),17.3,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLITNAPACC,SNDHS2005444011,2005,DHS,7796.0,11056.0,,,
SEN,Ziguinchor,1604625,Persons with access to an insecticide-treated mosquito net (ITN),12.8,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLITNAPACC,SNDHS2005444012,2005,DHS,2641.0,4714.0,,,1.0
SEN,Kolda (2005),6540787,Persons with access to an insecticide-treated mosquito net (ITN),19.6,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLITNAPACC,SNDHS2005444013,2005,DHS,5155.0,6342.0,,,1.0
SEN,Tambacounda (2005),1878250,Persons with access to an insecticide-treated mosquito net (ITN),14,1,SN,Senegal,2005,SN2005DHS,ML_ITNA_P_ACC,124732130.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLITNAPACC,SNDHS2005444019,2005,DHS,4126.0,6086.0,,,1.0
SEN,Nord et Est,6181102,Population who slept under an insecticide-treated mosquito net (ITN) last night,13.2,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETUPITN,SNDHS2005444016,2005,DHS,10689.0,17196.0,,,
SEN,Saint Louis,4408757,Population who slept under an insecticide-treated mosquito net (ITN) last night,16.1,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETUPITN,SNDHS2005444018,2005,DHS,4152.0,5489.0,,,1.0
SEN,Louga,3382996,Population who slept under an insecticide-treated mosquito net (ITN) last night,3.2,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETUPITN,SNDHS2005444009,2005,DHS,4009.0,5876.0,,,1.0
SEN,Matam,2945237,Population who slept under an insecticide-treated mosquito net (ITN) last night,19.5,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETUPITN,SNDHS2005444017,2005,DHS,2411.0,5621.0,,,1.0
SEN,Ouest,7518640,Population who slept under an insecticide-treated mosquito net (ITN) last night,3.8,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETUPITN,SNDHS2005444001,2005,DHS,23421.0,13124.0,,,
SEN,Dakar,5086701,Population who slept under an insecticide-treated mosquito net (ITN) last night,3.7,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETUPITN,SNDHS2005444002,2005,DHS,14728.0,6259.0,,,1.0
SEN,Thiès,1617645,Population who slept under an insecticide-treated mosquito net (ITN) last night,3.8,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETUPITN,SNDHS2005444003,2005,DHS,8693.0,6865.0,,,1.0
SEN,Centre,5706973,Population who slept under an insecticide-treated mosquito net (ITN) last night,3.6,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETUPITN,SNDHS2005444004,2005,DHS,21588.0,25130.0,,,
SEN,Diourbel,1617638,Population who slept under an insecticide-treated mosquito net (ITN) last night,2.4,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETUPITN,SNDHS2005444005,2005,DHS,6591.0,6449.0,,,1.0
SEN,Fatick,2888007,Population who slept under an insecticide-treated mosquito net (ITN) last night,4.5,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETUPITN,SNDHS2005444010,2005,DHS,3628.0,5602.0,,,1.0
SEN,Kaolack (2005),4267991,Population who slept under an insecticide-treated mosquito net (ITN) last night,4.4,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETUPITN,SNDHS2005444006,2005,DHS,7360.0,7203.0,,,1.0
SEN,Sud,7169824,Population who slept under an insecticide-treated mosquito net (ITN) last night,8.3,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETUPITN,SNDHS2005444011,2005,DHS,7796.0,11056.0,,,
SEN,Ziguinchor,1604569,Population who slept under an insecticide-treated mosquito net (ITN) last night,8.1,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETUPITN,SNDHS2005444012,2005,DHS,2641.0,4714.0,,,1.0
SEN,Kolda (2005),6655283,Population who slept under an insecticide-treated mosquito net (ITN) last night,8.4,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETUPITN,SNDHS2005444013,2005,DHS,5155.0,6342.0,,,1.0
SEN,Tambacounda (2005),2043802,Population who slept under an insecticide-treated mosquito net (ITN) last night,6.5,1,SN,Senegal,2005,SN2005DHS,ML_NETU_P_ITN,124762020.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETUPITN,SNDHS2005444019,2005,DHS,4126.0,6086.0,,,1.0
SEN,Nord et Est,4525675,Children under 5 who slept under an insecticide-treated net (ITN),15.4,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETCCITN,SNDHS2005444016,2005,DHS,1890.0,2987.0,,,
SEN,Saint Louis,5508130,Children under 5 who slept under an insecticide-treated net (ITN),18.6,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETCCITN,SNDHS2005444018,2005,DHS,698.0,900.0,,,1.0
SEN,Louga,4664766,Children under 5 who slept under an insecticide-treated net (ITN),4.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETCCITN,SNDHS2005444009,2005,DHS,701.0,1023.0,,,1.0
SEN,Matam,7006674,Children under 5 who slept under an insecticide-treated net (ITN),24.8,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETCCITN,SNDHS2005444017,2005,DHS,452.0,1020.0,,,1.0
SEN,Ouest,7519664,Children under 5 who slept under an insecticide-treated net (ITN),5.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETCCITN,SNDHS2005444001,2005,DHS,3266.0,1941.0,,,
SEN,Dakar,3444981,Children under 5 who slept under an insecticide-treated net (ITN),4.9,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETCCITN,SNDHS2005444002,2005,DHS,1811.0,791.0,,,1.0
SEN,Thiès,1617671,Children under 5 who slept under an insecticide-treated net (ITN),5.4,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETCCITN,SNDHS2005444003,2005,DHS,1455.0,1150.0,,,1.0
SEN,Centre,5307572,Children under 5 who slept under an insecticide-treated net (ITN),4.4,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETCCITN,SNDHS2005444004,2005,DHS,3981.0,4511.0,,,
SEN,Diourbel,1953491,Children under 5 who slept under an insecticide-treated net (ITN),3,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444005.0,1444310.0,Region,..Diourbel,0,,0.0,1.0,MLNETCCITN,SNDHS2005444005,2005,DHS,1251.0,1194.0,,,1.0
SEN,Fatick,1597179,Children under 5 who slept under an insecticide-treated net (ITN),5.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444010.0,1444315.0,Region,..Fatick,0,,0.0,1.0,MLNETCCITN,SNDHS2005444010,2005,DHS,648.0,965.0,,,1.0
SEN,Kaolack (2005),5779604,Children under 5 who slept under an insecticide-treated net (ITN),5.4,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444006.0,1444320.0,Region,..Kaolack (2005),0,,0.0,1.0,MLNETCCITN,SNDHS2005444006,2005,DHS,1380.0,1329.0,,,1.0
SEN,Sud,7171353,Children under 5 who slept under an insecticide-treated net (ITN),9.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444011.0,1444400.0,Region,Sud,0,,0.0,1.0,MLNETCCITN,SNDHS2005444011,2005,DHS,1316.0,1777.0,,,
SEN,Ziguinchor,3751092,Children under 5 who slept under an insecticide-treated net (ITN),9.8,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444012.0,1444410.0,Region,..Ziguinchor,0,,0.0,1.0,MLNETCCITN,SNDHS2005444012,2005,DHS,376.0,657.0,,,1.0
SEN,Kolda (2005),1604636,Children under 5 who slept under an insecticide-treated net (ITN),8.7,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444013.0,1444420.0,Region,..Kolda (2005),0,,0.0,1.0,MLNETCCITN,SNDHS2005444013,2005,DHS,940.0,1120.0,,,1.0
SEN,Tambacounda (2005),5447710,Children under 5 who slept under an insecticide-treated net (ITN),6.6,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_ITN,124836020.0,I,444019.0,1444480.0,Region,..Tambacounda (2005),0,,0.0,1.0,MLNETCCITN,SNDHS2005444019,2005,DHS,740.0,1067.0,,,1.0
SEN,Nord et Est,5543254,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,45.3,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444016.0,1444100.0,Region,Nord et Est,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444016,2005,DHS,641.0,1089.0,,,
SEN,Saint Louis,6805541,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,58.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444018.0,1444110.0,Region,..Saint Louis,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444018,2005,DHS,223.0,306.0,,,1.0
SEN,Louga,6384854,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,18.8,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444009.0,1444120.0,Region,..Louga,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444009,2005,DHS,152.0,237.0,,,1.0
SEN,Matam,1597176,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,61.2,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444017.0,1444130.0,Region,..Matam,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444017,2005,DHS,183.0,412.0,,,1.0
SEN,Ouest,7517442,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,23.7,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444001.0,1444200.0,Region,Ouest,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444001,2005,DHS,704.0,449.0,,,
SEN,Dakar,5058199,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,25.3,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444002.0,1444210.0,Region,..Dakar,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444002,2005,DHS,348.0,163.0,,,1.0
SEN,Thiès,1617667,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,22.1,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444003.0,1444220.0,Region,..Thiès,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444003,2005,DHS,356.0,286.0,,,1.0
SEN,Centre,3386479,Children under 5 who slept under an insecticide-treated mosquito net (ITN) last night of those living in a household with at least one ITN,23.4,1,SN,Senegal,2005,SN2005DHS,ML_NETC_C_IT1,124836070.0,I,444004.0,1444300.0,Region,Centre,0,,0.0,1.0,MLNETCCIT1,SNDHS2005444004,2005,DHS,746.0,893.0,,,
